id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
331805;738393;01/01/2021;sexta-feira;10:00:00;PE;232;29,3;MORENO;Sim;Entrada inopinada do pedestre;1;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;595250;Automóvel;I/RENAULT SYMBOL PR1616V/RENAULT SYMBOL PR1616V;2012;Condutor;Ileso;72;Masculino;1;0;0;0;-8,111269;-35,143135;SPRF-PE;DEL02-PE;UOP02-DEL02PE
331805;738395;01/01/2021;sexta-feira;10:00:00;PE;232;29,3;MORENO;Sim;Entrada inopinada do pedestre;1;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;595250;Automóvel;I/RENAULT SYMBOL PR1616V/RENAULT SYMBOL PR1616V;2012;Passageiro;Ileso;64;Feminino;1;0;0;0;-8,111269;-35,143135;SPRF-PE;DEL02-PE;UOP02-DEL02PE
331805;738397;01/01/2021;sexta-feira;10:00:00;PE;232;29,3;MORENO;Sim;Entrada inopinada do pedestre;1;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;NA;NA;NA/NA/NA;NA;Pedestre;Óbito;16;Masculino;0;0;0;1;-8,111269;-35,143135;SPRF-PE;DEL02-PE;UOP02-DEL02PE
331897;738720;01/01/2021;sexta-feira;20:00:00;PE;232;413;SERRA TALHADA;Não;Manobra de mudança de faixa;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;595389;Automóvel;FIAT/UNO MILLE FIRE/UNO MILLE FIRE;2003;Condutor;Ileso;33;Feminino;1;0;0;0;-7,98857087;-38,32972307;SPRF-PE;DEL04-PE;UOP01-DEL04-PE
331897;738723;01/01/2021;sexta-feira;20:00:00;PE;232;413;SERRA TALHADA;Não;Manobra de mudança de faixa;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;595389;Automóvel;FIAT/UNO MILLE FIRE/UNO MILLE FIRE;2003;Passageiro;Ileso;1;Feminino;1;0;0;0;-7,98857087;-38,32972307;SPRF-PE;DEL04-PE;UOP01-DEL04-PE
331897;738724;01/01/2021;sexta-feira;20:00:00;PE;232;413;SERRA TALHADA;Não;Manobra de mudança de faixa;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;595389;Automóvel;FIAT/UNO MILLE FIRE/UNO MILLE FIRE;2003;Passageiro;Lesões Leves;23;Feminino;0;1;0;0;-7,98857087;-38,32972307;SPRF-PE;DEL04-PE;UOP01-DEL04-PE
331897;738726;01/01/2021;sexta-feira;20:00:00;PE;232;413;SERRA TALHADA;Não;Manobra de mudança de faixa;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;595389;Automóvel;FIAT/UNO MILLE FIRE/UNO MILLE FIRE;2003;Passageiro;Ileso;41;Feminino;1;0;0;0;-7,98857087;-38,32972307;SPRF-PE;DEL04-PE;UOP01-DEL04-PE
331897;738725;01/01/2021;sexta-feira;20:00:00;PE;232;413;SERRA TALHADA;Não;Manobra de mudança de faixa;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;595389;Automóvel;FIAT/UNO MILLE FIRE/UNO MILLE FIRE;2003;Passageiro;Lesões Leves;22;Masculino;0;1;0;0;-7,98857087;-38,32972307;SPRF-PE;DEL04-PE;UOP01-DEL04-PE
331897;738727;01/01/2021;sexta-feira;20:00:00;PE;232;413;SERRA TALHADA;Não;Manobra de mudança de faixa;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;595390;Caminhonete;NISSAN/FRONTIER 4X4 XE/FRONTIER 4X4 XE;2002;Condutor;Não Informado;NA;Não Informado;0;0;0;0;-7,98857087;-38,32972307;SPRF-PE;DEL04-PE;UOP01-DEL04-PE
331897;738720;01/01/2021;sexta-feira;20:00:00;PE;232;413;SERRA TALHADA;Sim;Reação tardia ou ineficiente do condutor;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;595389;Automóvel;FIAT/UNO MILLE FIRE/UNO MILLE FIRE;2003;Condutor;Ileso;33;Feminino;1;0;0;0;-7,98857087;-38,32972307;SPRF-PE;DEL04-PE;UOP01-DEL04-PE
